,score,rank,ethnicity,gender,language,age,cls_perc_eval,cls_did_eval,cls_students,cls_level,cls_profs,cls_credits,bty_f1lower,bty_f1upper,bty_f2upper,bty_m1lower,bty_m1upper,bty_m2upper,bty_avg,tenure_eligible
224,4.5,tenured,not minority,male,english,35,85.96491,49,57,upper,single,multi credit,4,7,2,6,4,6,4.833333333333333,1
225,4.7,tenured,not minority,male,english,35,88.0,44,50,lower,multiple,multi credit,4,7,2,6,4,6,4.833333333333333,1
226,3.3,teaching,not minority,female,english,39,91.66666,22,24,lower,single,multi credit,8,8,8,7,9,9,8.166666666666666,0
227,4.7,teaching,not minority,female,english,39,78.26087,18,23,upper,multiple,multi credit,8,8,8,7,9,9,8.166666666666666,0
228,4.6,teaching,not minority,female,english,39,86.95652,20,23,upper,multiple,multi credit,8,8,8,7,9,9,8.166666666666666,0
229,3.6,teaching,not minority,female,english,39,96.42857,27,28,lower,single,multi credit,8,8,8,7,9,9,8.166666666666666,0
230,4.0,tenured,not minority,male,english,49,62.22221999999999,28,45,upper,single,multi credit,6,6,7,6,9,5,6.5,1
231,4.1,tenured,not minority,male,english,49,64.28571,27,42,upper,single,multi credit,6,6,7,6,9,5,6.5,1
232,4.0,tenured,not minority,male,english,49,85.96491,49,57,upper,single,multi credit,6,6,7,6,9,5,6.5,1
233,4.5,tenured,not minority,male,english,61,81.48148,22,27,lower,single,multi credit,5,5,4,4,5,6,4.833333333333333,1
234,4.6,tenured,not minority,male,english,61,81.57895,31,38,upper,multiple,multi credit,5,5,4,4,5,6,4.833333333333333,1
235,4.8,tenured,not minority,male,english,61,86.36364,19,22,lower,single,multi credit,5,5,4,4,5,6,4.833333333333333,1
236,4.6,tenured,not minority,male,english,61,62.7907,27,43,upper,multiple,multi credit,5,5,4,4,5,6,4.833333333333333,1
237,4.9,tenure track,not minority,male,english,33,96.77419,30,31,upper,single,multi credit,7,8,7,6,7,7,7.0,1
238,3.1,tenure track,not minority,male,english,33,92.30769000000001,12,13,upper,single,multi credit,7,8,7,6,7,7,7.0,1
239,3.7,tenure track,not minority,male,english,33,86.66666,13,15,upper,single,multi credit,7,8,7,6,7,7,7.0,1
240,3.7,tenured,not minority,female,english,58,76.47059,26,34,upper,single,multi credit,3,6,7,2,4,6,4.666666666666667,1
241,3.9,tenured,not minority,female,english,56,63.15789,12,19,upper,single,multi credit,2,4,4,4,3,6,3.8333333333333335,1
242,3.9,tenured,not minority,female,english,56,80.0,16,20,upper,single,multi credit,2,4,4,4,3,6,3.8333333333333335,1
243,3.2,tenured,not minority,female,english,56,73.91304000000001,17,23,upper,single,multi credit,2,4,4,4,3,6,3.8333333333333335,1
244,4.4,teaching,not minority,female,english,50,81.48148,22,27,lower,single,multi credit,2,3,5,2,3,4,3.1666666666666665,0
245,4.2,teaching,not minority,female,english,50,75.0,24,32,lower,single,one credit,2,3,5,2,3,4,3.1666666666666665,0
246,4.7,teaching,not minority,female,english,50,66.66666,14,21,lower,single,one credit,2,3,5,2,3,4,3.1666666666666665,0
247,3.9,teaching,not minority,female,english,50,95.83334,23,24,upper,multiple,multi credit,2,3,5,2,3,4,3.1666666666666665,0
248,3.6,teaching,not minority,female,english,50,90.47619,19,21,upper,multiple,multi credit,2,3,5,2,3,4,3.1666666666666665,0
249,3.4,teaching,not minority,female,english,50,64.28571,18,28,upper,multiple,multi credit,2,3,5,2,3,4,3.1666666666666665,0
250,4.4,teaching,not minority,female,english,50,79.31035,23,29,upper,multiple,multi credit,2,3,5,2,3,4,3.1666666666666665,0
251,4.4,tenured,not minority,male,english,52,85.07462,57,67,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
252,4.1,tenured,not minority,male,english,52,91.01124,81,89,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
253,3.6,tenured,not minority,male,english,52,90.2439,74,82,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
254,3.5,tenured,not minority,male,english,52,83.60656,102,122,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
255,4.1,tenured,not minority,male,english,52,71.75572,94,131,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
256,3.8,tenured,not minority,male,english,52,78.07018000000001,89,114,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
257,4.0,tenured,not minority,male,english,52,89.26174,133,149,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
258,4.8,tenured,not minority,male,english,52,95.65218,22,23,upper,single,multi credit,4,3,5,2,2,3,3.1666666666666665,1
259,4.2,tenured,not minority,male,english,52,79.59184,78,98,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
260,4.6,tenured,not minority,male,english,52,81.48148,22,27,upper,single,multi credit,4,3,5,2,2,3,3.1666666666666665,1
261,4.3,tenured,not minority,male,english,52,90.0,27,30,upper,single,multi credit,4,3,5,2,2,3,3.1666666666666665,1
262,4.8,tenured,not minority,male,english,52,90.0,27,30,upper,single,multi credit,4,3,5,2,2,3,3.1666666666666665,1
263,3.8,tenured,not minority,male,english,52,86.95652,60,69,upper,multiple,multi credit,4,3,5,2,2,3,3.1666666666666665,1
264,4.5,tenure track,not minority,female,english,33,66.66666,10,15,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
265,4.9,tenure track,not minority,female,english,33,100.0,10,10,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
266,4.9,tenure track,not minority,female,english,33,90.90909,10,11,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
267,4.8,tenure track,not minority,female,english,33,71.42857,10,14,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
268,4.7,tenure track,not minority,female,english,33,63.636359999999996,7,11,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
269,4.6,tenure track,not minority,female,english,33,100.0,14,14,upper,multiple,multi credit,3,7,9,4,5,7,5.833333333333333,1
270,4.3,tenured,not minority,male,english,57,89.61039,69,77,upper,multiple,multi credit,5,6,6,5,7,5,5.666666666666667,1
271,4.4,tenured,not minority,male,english,57,87.80488000000001,36,41,upper,single,multi credit,5,6,6,5,7,5,5.666666666666667,1
272,4.5,tenured,not minority,male,english,57,81.81818,72,88,upper,multiple,multi credit,5,6,6,5,7,5,5.666666666666667,1
273,4.2,tenured,not minority,male,english,57,80.76923000000001,63,78,upper,multiple,multi credit,5,6,6,5,7,5,5.666666666666667,1
274,4.8,tenured,not minority,female,english,38,70.76923000000001,46,65,upper,single,multi credit,6,8,9,4,5,7,6.5,1
275,4.6,tenured,not minority,female,english,38,69.42675,109,157,lower,multiple,multi credit,6,8,9,4,5,7,6.5,1
276,4.9,tenured,not minority,female,english,38,79.41176999999999,54,68,upper,single,multi credit,6,8,9,4,5,7,6.5,1
277,4.8,tenured,not minority,female,english,38,76.1194,51,67,upper,single,multi credit,6,8,9,4,5,7,6.5,1
278,4.8,tenured,not minority,female,english,38,76.25,61,80,upper,single,multi credit,6,8,9,4,5,7,6.5,1
279,4.6,tenured,not minority,female,english,38,74.45255,102,137,lower,multiple,multi credit,6,8,9,4,5,7,6.5,1
280,4.7,tenured,not minority,female,english,38,84.05797,58,69,upper,multiple,multi credit,6,8,9,4,5,7,6.5,1
281,4.1,tenure track,not minority,female,english,34,59.34066,54,91,lower,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
282,3.8,tenure track,not minority,female,english,34,57.5,46,80,lower,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
283,4.0,tenure track,not minority,female,english,34,58.88889,53,90,lower,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
284,4.1,tenure track,not minority,female,english,34,55.88235,19,34,upper,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
285,4.0,tenure track,not minority,female,english,34,56.16438,41,73,upper,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
286,4.1,tenure track,not minority,female,english,34,56.818180000000005,25,44,upper,multiple,multi credit,2,1,4,1,1,1,1.6666666666666667,1
287,3.5,tenure track,not minority,male,english,34,66.66666,24,36,upper,multiple,multi credit,6,7,7,6,8,6,6.666666666666667,1
288,4.1,tenure track,not minority,male,english,34,80.0,16,20,upper,single,multi credit,6,7,7,6,8,6,6.666666666666667,1
289,3.6,tenure track,not minority,male,english,34,57.14286,20,35,lower,multiple,multi credit,6,7,7,6,8,6,6.666666666666667,1
290,4.0,tenure track,not minority,male,english,32,34.274190000000004,85,248,lower,multiple,multi credit,3,7,3,3,3,3,3.6666666666666665,1
291,3.9,tenure track,not minority,male,english,32,41.07143,69,168,lower,multiple,multi credit,3,7,3,3,3,3,3.6666666666666665,1
292,3.8,tenure track,not minority,male,english,32,39.676109999999994,98,247,lower,multiple,multi credit,3,7,3,3,3,3,3.6666666666666665,1
293,4.4,tenure track,not minority,male,english,32,90.90909,20,22,upper,single,multi credit,3,8,3,3,3,3,3.8333333333333335,1
294,4.7,tenure track,not minority,male,english,32,69.90292,72,103,upper,multiple,multi credit,3,8,3,3,3,3,3.8333333333333335,1
295,3.8,tenured,not minority,female,english,42,70.96774,44,62,lower,multiple,multi credit,5,5,8,6,8,5,6.166666666666667,1
296,4.1,tenured,not minority,female,english,42,62.195119999999996,51,82,upper,multiple,multi credit,5,5,8,6,8,5,6.166666666666667,1
297,4.1,tenured,not minority,female,english,43,68.62745,35,51,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
298,4.7,tenured,not minority,female,english,43,51.42857,18,35,upper,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
299,4.3,tenured,not minority,female,english,43,76.47059,26,34,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
300,4.4,tenured,not minority,female,english,43,75.67567,28,37,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
301,4.5,tenured,not minority,female,english,43,92.85714,13,14,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
302,3.1,tenured,not minority,female,english,43,65.41354,174,266,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
303,3.7,tenured,not minority,female,english,43,67.32284,171,254,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
304,4.5,tenured,not minority,female,english,43,76.92308,10,13,upper,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
305,3.0,tenured,not minority,female,english,43,58.86525,166,282,lower,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
306,4.6,tenured,not minority,female,english,43,100.0,17,17,upper,multiple,multi credit,2,3,5,3,3,4,3.3333333333333335,1
307,3.7,tenure track,not minority,male,non-english,35,57.894740000000006,11,19,upper,single,multi credit,4,3,3,4,3,5,3.6666666666666665,1
308,3.6,tenure track,not minority,male,non-english,35,52.38095,22,42,lower,multiple,multi credit,4,3,3,4,3,5,3.6666666666666665,1
309,3.2,tenured,not minority,female,english,62,81.48148,22,27,upper,multiple,multi credit,1,5,5,1,4,5,3.5,1
310,3.3,tenured,not minority,female,english,62,56.25,9,16,upper,multiple,multi credit,1,5,5,1,4,5,3.5,1
311,2.9,tenured,not minority,female,english,62,73.68421,14,19,upper,multiple,multi credit,1,5,5,1,4,5,3.5,1
312,4.2,tenured,not minority,male,english,42,52.32558,45,86,upper,multiple,multi credit,3,1,6,1,1,4,2.6666666666666665,1
313,4.5,tenured,not minority,male,english,39,75.86206999999999,22,29,upper,multiple,multi credit,5,8,6,4,5,6,5.666666666666667,1
314,3.8,tenured,not minority,female,english,52,72.72726999999999,64,88,upper,multiple,multi credit,5,7,7,3,8,6,6.0,1
315,3.7,tenured,not minority,female,english,52,71.42857,70,98,upper,multiple,multi credit,5,7,7,3,8,6,6.0,1
316,3.7,tenured,not minority,female,english,52,70.45454000000001,31,44,upper,multiple,multi credit,6,7,9,5,6,6,6.5,1
317,4.0,tenured,not minority,female,english,52,75.38461,49,65,upper,multiple,multi credit,6,7,9,5,6,6,6.5,1
318,3.7,tenured,not minority,female,english,52,50.79365,32,63,upper,multiple,multi credit,6,7,9,5,6,6,6.5,1
319,4.5,teaching,not minority,female,english,52,78.66666,59,75,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
320,3.8,teaching,not minority,female,english,52,81.39535,35,43,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
321,3.9,teaching,not minority,female,english,52,73.75,59,80,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
322,4.6,teaching,not minority,female,english,52,86.53846,45,52,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
323,4.5,teaching,not minority,female,english,52,70.83334,34,48,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
324,4.2,teaching,not minority,female,english,52,75.75758,50,66,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
325,4.0,teaching,not minority,female,english,52,67.0,67,100,upper,multiple,multi credit,2,3,4,2,1,2,2.3333333333333335,0
326,3.8,tenured,not minority,male,english,64,81.81818,9,11,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
327,3.5,tenured,not minority,male,english,64,50.0,8,16,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
328,2.7,tenured,not minority,male,english,64,81.81818,18,22,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
329,4.0,tenured,not minority,male,english,64,45.45454,5,11,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
330,4.6,tenured,not minority,male,english,64,50.0,5,10,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
331,3.9,tenured,not minority,male,english,64,100.0,16,16,upper,multiple,multi credit,2,3,3,2,1,3,2.3333333333333335,1
332,4.5,tenured,not minority,male,english,50,93.75,15,16,upper,multiple,multi credit,6,7,9,6,8,7,7.166666666666667,1
333,3.7,tenured,not minority,male,english,50,90.0,9,10,upper,multiple,multi credit,6,7,9,6,8,7,7.166666666666667,1
334,2.4,tenured,not minority,male,english,60,71.875,23,32,upper,multiple,multi credit,1,1,2,2,2,2,1.6666666666666667,1
335,3.1,tenured,not minority,male,english,60,70.0,7,10,upper,multiple,multi credit,1,1,2,2,2,2,1.6666666666666667,1
336,2.5,tenured,not minority,male,english,60,62.5,10,16,upper,multiple,multi credit,1,1,2,2,2,2,1.6666666666666667,1
337,3.0,tenured,not minority,female,english,51,70.14925,47,67,upper,multiple,multi credit,4,5,7,4,5,6,5.166666666666667,1
338,4.5,tenure track,not minority,male,english,43,86.36364,19,22,lower,multiple,multi credit,3,4,4,2,4,4,3.5,1
339,4.8,tenure track,not minority,male,english,43,53.57143000000001,15,28,lower,multiple,one credit,3,4,4,2,4,4,3.5,1
340,4.9,tenure track,not minority,male,english,43,60.0,18,30,lower,multiple,one credit,3,4,4,2,4,4,3.5,1
341,4.5,tenure track,not minority,male,english,43,73.33334,11,15,lower,multiple,multi credit,3,4,4,2,4,4,3.5,1
342,4.6,tenure track,not minority,male,english,43,76.92308,10,13,lower,multiple,multi credit,3,4,4,2,4,4,3.5,1
343,4.5,tenure track,not minority,male,english,43,94.44444,17,18,lower,multiple,one credit,3,4,4,2,4,4,3.5,1
344,4.9,tenure track,not minority,male,english,43,84.61539,22,26,lower,multiple,one credit,3,4,4,2,4,4,3.5,1
345,4.4,tenure track,not minority,male,english,43,60.0,18,30,lower,multiple,one credit,3,4,4,2,4,4,3.5,1
346,4.6,tenure track,not minority,male,english,43,100.0,14,14,lower,multiple,multi credit,3,4,4,2,4,4,3.5,1
347,4.6,teaching,minority,male,english,50,70.83334,17,24,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
348,5.0,teaching,minority,male,english,50,90.90909,20,22,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
349,4.9,teaching,minority,male,english,50,84.0,21,25,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
350,4.6,teaching,minority,male,english,50,88.46154,23,26,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
351,4.8,teaching,minority,male,english,50,86.36364,19,22,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
352,4.9,teaching,minority,male,english,50,76.92308,20,26,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
353,4.9,teaching,minority,male,english,50,85.0,17,20,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
354,4.9,teaching,minority,male,english,50,81.81818,18,22,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
355,5.0,teaching,minority,male,english,50,95.2381,20,21,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
356,4.5,teaching,minority,male,english,50,90.47619,19,21,lower,multiple,one credit,1,5,4,1,4,5,3.3333333333333335,0
357,3.5,tenured,not minority,male,english,52,66.66666,46,69,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
358,3.8,tenured,not minority,male,english,52,70.76923000000001,46,65,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
359,3.9,tenured,not minority,male,english,52,62.90322,39,62,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
360,3.9,tenured,not minority,male,english,52,50.74627,34,67,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
361,4.2,tenured,not minority,male,english,52,72.5,29,40,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
362,4.1,tenured,not minority,male,english,52,60.0,27,45,upper,multiple,multi credit,7,6,6,5,5,6,5.833333333333333,1
363,4.8,tenured,not minority,male,english,51,60.62718,348,574,lower,multiple,multi credit,6,7,8,6,6,4,6.166666666666667,1
364,4.8,tenured,not minority,male,english,51,64.2487,372,579,lower,multiple,multi credit,6,7,8,6,6,4,6.166666666666667,1
365,4.8,tenured,not minority,male,english,51,63.873369999999994,343,537,lower,multiple,multi credit,6,7,8,6,6,4,6.166666666666667,1
366,4.8,tenured,not minority,male,english,51,65.40446999999999,380,581,lower,multiple,multi credit,6,7,8,6,6,4,6.166666666666667,1
367,4.9,tenured,not minority,male,english,51,61.10057,322,527,lower,multiple,multi credit,6,7,8,6,6,4,6.166666666666667,1
368,4.2,tenured,not minority,male,english,38,50.574709999999996,44,87,lower,multiple,multi credit,3,4,4,2,3,4,3.3333333333333335,1
369,4.5,tenured,not minority,male,english,38,78.57143,66,84,lower,multiple,multi credit,3,4,4,2,3,4,3.3333333333333335,1
370,3.9,tenured,not minority,male,english,38,50.632909999999995,40,79,lower,multiple,multi credit,3,4,4,2,3,4,3.3333333333333335,1
371,4.4,tenured,not minority,male,english,38,65.21739000000001,60,92,lower,multiple,multi credit,3,4,4,2,3,4,3.3333333333333335,1
372,4.0,tenured,not minority,female,english,47,79.16666,19,24,lower,single,multi credit,5,7,6,3,6,4,5.166666666666667,1
373,3.6,tenured,not minority,female,english,47,56.71641999999999,38,67,lower,single,multi credit,5,7,6,3,6,4,5.166666666666667,1
374,3.7,tenured,minority,female,english,43,45.63107,47,103,lower,multiple,multi credit,5,6,4,2,4,4,4.166666666666667,1
375,2.7,tenured,minority,female,english,43,48.94737,93,190,lower,multiple,multi credit,5,6,4,2,4,4,4.166666666666667,1
376,4.5,teaching,not minority,female,english,38,48.52941,33,68,lower,multiple,multi credit,3,4,2,1,3,2,2.5,0
377,4.4,teaching,not minority,female,english,38,60.0,36,60,lower,single,multi credit,3,4,2,1,3,2,2.5,0
378,3.9,teaching,not minority,female,english,38,45.3125,29,64,lower,single,multi credit,3,4,2,1,3,2,2.5,0
379,3.6,teaching,not minority,female,english,38,74.19355,23,31,lower,single,multi credit,3,4,2,1,3,2,2.5,0
380,4.4,teaching,not minority,female,english,38,58.064519999999995,36,62,lower,multiple,multi credit,3,4,2,1,3,2,2.5,0
381,4.4,teaching,not minority,female,english,38,81.08108,30,37,lower,multiple,multi credit,3,4,2,1,3,2,2.5,0
382,4.7,tenured,not minority,male,english,43,76.92308,10,13,lower,multiple,multi credit,4,4,5,4,4,5,4.333333333333333,1
383,4.5,tenured,not minority,male,english,43,61.53846,8,13,lower,multiple,multi credit,4,4,5,4,4,5,4.333333333333333,1
384,4.1,tenured,not minority,male,english,43,80.0,12,15,upper,single,multi credit,4,4,5,4,4,5,4.333333333333333,1
385,3.7,tenured,not minority,male,english,43,82.27848,65,79,upper,single,multi credit,4,4,5,4,4,5,4.333333333333333,1
386,4.3,tenured,not minority,male,english,57,53.84615,7,13,upper,multiple,multi credit,3,4,3,2,3,3,3.0,1
387,3.5,tenured,not minority,male,english,57,54.081630000000004,53,98,upper,multiple,multi credit,3,4,3,2,3,3,3.0,1
388,3.7,tenured,not minority,male,english,57,59.79382,58,97,upper,multiple,multi credit,3,4,3,2,3,3,3.0,1
389,4.0,tenured,not minority,female,english,51,81.81818,9,11,upper,multiple,multi credit,5,8,5,6,8,6,6.333333333333333,1
390,4.0,tenured,not minority,female,english,51,85.89744,67,78,upper,multiple,multi credit,5,8,5,6,8,6,6.333333333333333,1
391,3.1,tenured,not minority,female,english,51,64.28571,36,56,upper,multiple,multi credit,5,8,5,6,8,6,6.333333333333333,1
392,4.5,tenured,not minority,female,english,51,85.0,17,20,upper,multiple,multi credit,5,8,5,6,8,6,6.333333333333333,1
393,4.8,teaching,not minority,male,english,45,70.58823000000001,12,17,lower,single,one credit,1,4,2,5,4,4,3.3333333333333335,0
394,4.2,teaching,not minority,male,english,45,85.0,17,20,lower,multiple,one credit,1,4,2,5,4,4,3.3333333333333335,0
395,4.9,teaching,not minority,male,english,45,68.42105,13,19,lower,multiple,multi credit,1,4,2,5,4,4,3.3333333333333335,0
396,4.8,teaching,not minority,male,english,45,73.07692,19,26,lower,multiple,one credit,1,4,2,5,4,4,3.3333333333333335,0
397,3.5,tenured,not minority,male,english,57,92.85714,13,14,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
398,3.6,tenured,not minority,male,english,57,66.66666,12,18,lower,single,multi credit,2,3,3,2,1,6,2.8333333333333335,1
399,4.4,tenured,not minority,male,english,57,100.0,12,12,lower,single,multi credit,2,3,3,2,1,6,2.8333333333333335,1
400,3.4,tenured,not minority,male,english,57,84.21053,16,19,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
401,3.9,tenured,not minority,male,english,57,75.0,12,16,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
402,3.8,tenured,not minority,male,english,57,87.5,14,16,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
403,4.8,tenured,not minority,male,english,57,91.66666,11,12,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
404,4.6,tenured,not minority,male,english,57,88.23529,15,17,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
405,5.0,tenured,not minority,male,english,57,40.0,6,15,upper,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
406,3.8,tenured,not minority,male,english,57,93.75,15,16,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
407,4.2,tenured,not minority,male,english,57,70.58823000000001,12,17,lower,multiple,multi credit,2,3,3,2,1,6,2.8333333333333335,1
408,3.3,teaching,not minority,female,english,47,76.19048000000001,16,21,lower,multiple,multi credit,8,6,6,4,9,7,6.666666666666667,0
409,4.7,teaching,not minority,female,english,47,88.23529,15,17,lower,multiple,one credit,8,6,6,4,9,7,6.666666666666667,0
410,4.6,teaching,not minority,female,english,47,100.0,10,10,lower,multiple,one credit,8,6,6,4,9,7,6.666666666666667,0
411,4.6,teaching,not minority,female,english,47,94.11765,16,17,lower,multiple,one credit,8,6,6,4,9,7,6.666666666666667,0
412,4.0,teaching,not minority,female,english,47,88.23529,15,17,lower,multiple,multi credit,8,6,6,4,9,7,6.666666666666667,0
413,4.2,tenured,minority,female,english,54,100.0,18,18,lower,single,multi credit,8,5,8,4,9,7,6.833333333333333,1
414,4.9,tenured,minority,female,english,54,93.75,15,16,lower,single,multi credit,8,5,8,4,9,7,6.833333333333333,1
415,4.5,tenured,minority,female,english,54,80.76923000000001,21,26,lower,single,multi credit,8,5,8,4,9,7,6.833333333333333,1
416,4.8,tenured,minority,female,english,54,77.77778,14,18,lower,single,multi credit,8,5,8,4,9,7,6.833333333333333,1
417,3.8,tenured,minority,female,english,54,80.0,16,20,lower,single,multi credit,8,5,8,4,9,7,6.833333333333333,1
418,4.8,teaching,not minority,male,english,58,94.11765,16,17,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
419,5.0,teaching,not minority,male,english,58,100.0,21,21,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
420,5.0,teaching,not minority,male,english,58,85.71429,18,21,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
421,4.9,teaching,not minority,male,english,58,85.0,17,20,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
422,4.6,teaching,not minority,male,english,58,95.0,19,20,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
423,5.0,teaching,not minority,male,english,58,84.61539,11,13,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
424,4.8,teaching,not minority,male,english,58,87.5,14,16,lower,single,multi credit,8,8,9,6,8,8,7.833333333333333,0
425,4.9,teaching,not minority,male,english,58,94.11765,16,17,lower,multiple,multi credit,8,8,9,6,8,8,7.833333333333333,0
426,4.9,tenured,not minority,male,english,42,83.33334,15,18,lower,multiple,multi credit,8,7,10,6,8,8,7.833333333333333,1
427,3.9,tenured,not minority,male,english,42,91.66666,22,24,lower,multiple,multi credit,8,7,10,6,8,8,7.833333333333333,1
428,3.9,tenured,not minority,male,english,42,85.0,17,20,upper,multiple,multi credit,8,7,10,6,8,8,7.833333333333333,1
429,4.5,tenure track,not minority,male,english,33,70.83334,85,120,lower,multiple,multi credit,6,7,6,5,6,5,5.833333333333333,1
430,4.5,tenure track,not minority,male,english,33,43.225809999999996,67,155,lower,multiple,multi credit,6,7,6,5,6,5,5.833333333333333,1
431,3.3,tenured,not minority,male,english,62,28.947370000000003,11,38,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
432,3.1,tenured,not minority,male,english,62,40.0,28,70,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
433,2.8,tenured,not minority,male,english,62,40.9396,61,149,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
434,3.1,tenured,not minority,male,english,62,35.766420000000004,49,137,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
435,4.2,tenured,not minority,male,english,62,44.82759,13,29,upper,multiple,multi credit,1,1,1,4,1,4,2.0,1
436,3.4,tenured,not minority,male,english,62,50.90909,28,55,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
437,3.0,tenured,not minority,male,english,62,49.26471,67,136,lower,multiple,multi credit,1,1,1,4,1,4,2.0,1
438,3.3,tenure track,minority,female,english,35,62.5,60,96,lower,multiple,multi credit,7,9,10,6,7,8,7.833333333333333,1
439,3.6,tenure track,minority,female,english,35,33.33333,20,60,lower,multiple,multi credit,7,9,10,6,7,8,7.833333333333333,1
440,3.7,tenure track,minority,female,english,35,39.814820000000005,43,108,lower,multiple,multi credit,7,9,10,6,7,8,7.833333333333333,1
441,3.6,tenured,not minority,male,english,61,69.23076999999999,27,39,lower,multiple,multi credit,3,2,7,1,3,4,3.3333333333333335,1
442,4.3,tenured,not minority,male,english,61,86.66666,13,15,lower,multiple,multi credit,3,2,7,1,3,4,3.3333333333333335,1
443,4.1,tenured,not minority,female,english,52,54.95496,61,111,lower,multiple,multi credit,4,8,5,3,4,3,4.5,1
444,4.9,tenured,not minority,female,english,52,82.35294,14,17,lower,multiple,multi credit,4,8,5,3,4,3,4.5,1
445,4.8,tenured,not minority,female,english,52,100.0,19,19,lower,multiple,multi credit,4,8,5,3,4,3,4.5,1
